name,x,y,z,vx,vy,vz,ax,ay,az,mass
body53,-2191565954452.1406,-1358359257468.4368,0.0,3779.6979035620484,-6098.134347019894,0.0,0.0,0.0,0.0,3.0710325933691925e+23
body54,1538669946457.2288,735804645573.9348,0.0,-3805.660646724824,7958.166204513426,0.0,0.0,0.0,0.0,6.67992661543089e+23
body55,1466685362575.9602,-991110186499.0107,0.0,4848.070496397854,7174.372870609377,0.0,0.0,0.0,0.0,8.736718602283718e+23
body56,45141980270.8114,597810886325.6318,0.0,-14836.509444783254,1120.3366013634209,0.0,0.0,0.0,0.0,7.020800004666525e+23
body57,1119504882594.6873,1227401682152.1948,0.0,-6603.792965841957,6023.275490336025,0.0,0.0,0.0,0.0,9.41962816522604e+23
body58,-4240199109574.472,735338823847.795,0.0,-948.9038605173798,-5471.68349330946,0.0,0.0,0.0,0.0,8.06157481861678e+23
body59,2214295505055.1665,5635031885346.143,0.0,-4357.597485871286,1712.3254530105953,0.0,0.0,0.0,0.0,1.8723773280594098e+23
body60,-2897396943355.9326,1509041177704.7664,0.0,-2944.2785735929615,-5653.088772893376,0.0,0.0,0.0,0.0,5.203222012330075e+23
body61,-2535016407153.523,-4851356308535.529,0.0,4364.1643730332935,-2280.440269804447,0.0,0.0,0.0,0.0,9.857486902293696e+23
body62,-657820330348.2106,461575381778.50977,0.0,-7381.508880399812,-10519.856131544944,0.0,0.0,0.0,0.0,4.0537234485546684e+23
body63,54501259887.799675,6455427401308.95,0.0,-4533.983575069792,38.279079260001964,0.0,0.0,0.0,0.0,2.7118801759673034e+23
body64,-2995841371635.8555,1601149885507.5405,0.0,-2946.311592359245,-5512.714482268608,0.0,0.0,0.0,0.0,3.5069063020024636e+23
body65,1705266880227.789,-892416272559.7726,0.0,3850.3467197358227,7357.405888314791,0.0,0.0,0.0,0.0,4.988176705481112e+23
body66,-6133328354224.077,-2006708444437.0735,0.0,1410.200784069994,-4310.155009345077,0.0,0.0,0.0,0.0,1.455294965723931e+23
body67,3846385149063.122,-6409076382983.844,0.0,3613.030521650403,2168.3478415836707,0.0,0.0,0.0,0.0,9.720966315562761e+23
body68,4030021081156.8403,-5643531593878.719,0.0,3560.180553931505,2542.309269718768,0.0,0.0,0.0,0.0,2.496799995435226e+23
body69,828992868155.8383,3576244299426.618,0.0,-5857.386735842964,1357.7740846236218,0.0,0.0,0.0,0.0,4.609362632945073e+23
body70,-368794168494.1914,350825952226.3166,0.0,-11129.4041617888,-11699.417695971708,0.0,0.0,0.0,0.0,9.867779594017533e+23
body71,433098781451.00165,-1992146697377.5452,0.0,7884.294587254406,1714.069743375667,0.0,0.0,0.0,0.0,5.095075306052289e+23
body72,3092609909906.871,-849852226160.6565,0.0,1704.5464181284142,6202.839720047598,0.0,0.0,0.0,0.0,9.958804205434424e+23
body73,-826324190068.1553,-4108093950418.4707,0.0,5517.300012318577,-1109.7795033576972,0.0,0.0,0.0,0.0,2.393171427466577e+23
body74,2228212075657.165,-443810379646.197,0.0,1492.9873646754893,7495.751851107025,0.0,0.0,0.0,0.0,6.212622617346305e+23
body75,-52021376805.33044,-4089533046638.7344,0.0,5696.0802140762025,-72.4576453474058,0.0,0.0,0.0,0.0,1.5144874561673477e+23
body76,-4400046171598.557,-78810983238.11893,0.0,98.34721684054263,-5490.761276751852,0.0,0.0,0.0,0.0,8.674479028434568e+23
body77,1203139998750.275,-302645344339.86554,0.0,2523.1382665974406,10030.514685571337,0.0,0.0,0.0,0.0,1.7210031871652817e+23
body78,-1199807305988.6934,-815775146836.9823,0.0,5377.654901444384,-7909.225556644989,0.0,0.0,0.0,0.0,7.076912982436812e+23
body79,1325080319866.7761,1242557937806.1768,0.0,-5846.793699075285,6235.098605256535,0.0,0.0,0.0,0.0,9.012585827164937e+23
body80,-1573076171866.2793,-1062127987806.2865,0.0,4679.213255989597,-6930.199524523345,0.0,0.0,0.0,0.0,6.574433592988927e+23
body81,-2749914669312.6445,-1595482342203.777,0.0,3242.4388976487694,-5588.548398898829,0.0,0.0,0.0,0.0,5.705044439787629e+23
body82,1983209019690.2554,6709523771773.414,0.0,-4176.738914782962,1234.5654580637195,0.0,0.0,0.0,0.0,7.445726207104733e+23
body83,-1461273824633.5737,1121967706734.991,0.0,-5168.915119938669,-6732.101397552215,0.0,0.0,0.0,0.0,7.045212006639742e+23
body84,-927548882331.1185,2100672036487.4187,0.0,-6954.566886573629,-3070.7795556343667,0.0,0.0,0.0,0.0,7.766780431729619e+23
body85,-591095394695.922,158573864906.93277,0.0,-3815.6989846436973,-14223.290191561626,0.0,0.0,0.0,0.0,9.986089967689981e+23
body86,6675542822983.354,3309972976831.6504,0.0,-1874.8222337972431,3781.1354336719583,0.0,0.0,0.0,0.0,2.9183888104033635e+23
body87,1862025002462.8423,-830063909764.0988,0.0,3285.181085732617,7369.419688407624,0.0,0.0,0.0,0.0,8.927777563177955e+23
body88,-4494122649519.259,4814341989431.806,0.0,-3281.5027830265662,-3063.2381359764363,0.0,0.0,0.0,0.0,2.4197214912150875e+23
body89,-1798349138974.2966,-5984483555610.291,0.0,4413.594012951269,-1326.2937259694081,0.0,0.0,0.0,0.0,6.50509989153355e+23
body90,-4190446140058.107,-6081542172369.648,0.0,3490.705483026406,-2405.247370294578,0.0,0.0,0.0,0.0,1.0704079643694214e+23
body91,-1870165620322.5288,5833154834051.519,0.0,-4432.452952938146,-1421.087106738847,0.0,0.0,0.0,0.0,6.970498434694695e+23
body92,4670977887601.096,5250851259576.557,0.0,-3246.9049789980463,2888.3357403014347,0.0,0.0,0.0,0.0,2.0388580337719198e+23
body93,-819370032405.9895,-284701777924.79315,0.0,4059.846113811866,-11684.213095135963,0.0,0.0,0.0,0.0,3.4511339108333465e+23
body94,-920286237743.8419,-4459722853006.698,0.0,5287.238885310916,-1091.0483324171757,0.0,0.0,0.0,0.0,2.832375810947076e+23
body95,-418697611968.5108,4753052983118.663,0.0,-5253.654753479225,-462.79574563998716,0.0,0.0,0.0,0.0,5.396786669344388e+23
body96,3849152114500.818,-5580218539752.176,0.0,3642.240584406203,2512.36361929482,0.0,0.0,0.0,0.0,1.8306862094146006e+23
body97,-535841440881.24756,3166444464705.1904,0.0,-6338.450276058096,-1072.6240004317688,0.0,0.0,0.0,0.0,1.0319112017900407e+23
body98,-3767791851200.1274,-4389878680320.794,0.0,3634.5677177701377,-3119.515509856561,0.0,0.0,0.0,0.0,3.357597361909133e+23
body99,-5273005543214.246,-1775069752010.2148,0.0,1558.2177083275399,-4628.8268977829075,0.0,0.0,0.0,0.0,4.8491822708261136e+23
body100,130346759268.8039,66666757968.69492,0.0,-13709.967248757994,26805.710297119873,0.0,0.0,0.0,0.0,8.947957539701287e+23
body101,-6492768353232.635,-1912465453212.5442,0.0,1251.1624228092278,-4247.662497601627,0.0,0.0,0.0,0.0,8.51135517897415e+23
body102,2621772856175.228,3519141978078.1367,0.0,-4410.046431455631,3285.4997327436854,0.0,0.0,0.0,0.0,2.147009673539249e+23
body103,1898362629874.7327,-1397889495399.414,0.0,4448.943369169462,6041.756420844361,0.0,0.0,0.0,0.0,8.165100743992375e+23
body104,5191196705397.334,-3825480819352.648,0.0,2691.325224209558,3652.141860544898,0.0,0.0,0.0,0.0,2.8906888450577863e+23
body105,1535355514393.4006,1157213021000.578,0.0,-5000.801225745718,6634.91301860328,0.0,0.0,0.0,0.0,8.021046176842984e+23
body106,-5508929971046.411,3674574664718.8257,0.0,-2484.2170194968126,-3724.343316435718,0.0,0.0,0.0,0.0,6.585953591356415e+23
body107,1102865733634.0024,-519976649022.02637,0.0,4449.226391437863,9436.768627063917,0.0,0.0,0.0,0.0,8.781451265979676e+23
body108,2721604838709.1294,-6777785398546.615,0.0,3955.761352786416,1588.427281989583,0.0,0.0,0.0,0.0,8.932745841969919e+23
body109,-21783302160.41197,-257427970248.76636,0.0,22584.67363532967,-1911.0929147180877,0.0,0.0,0.0,0.0,3.989669211517858e+23
body110,2245978837376.2305,-6595764775810.522,0.0,4131.414114746721,1406.8222542121096,0.0,0.0,0.0,0.0,8.776576255377515e+23
body111,-640663717351.0411,6044704449009.024,0.0,-4646.645909443706,-492.48684806190255,0.0,0.0,0.0,0.0,8.08637058221924e+23
body112,607794091578.632,-629828109182.4689,0.0,8860.838741829302,8550.849597210698,0.0,0.0,0.0,0.0,8.727339262040034e+23
body113,699595321839.0066,-1573446490875.4731,0.0,8021.964154244269,3566.774356048726,0.0,0.0,0.0,0.0,5.142729112110479e+23
body114,656253946032.7556,-2240673793094.8955,0.0,7235.523053765575,2119.1574473168016,0.0,0.0,0.0,0.0,3.048359386669933e+23
body115,87456561537.41963,234246210981.97183,0.0,-21583.622312461765,8058.313451719023,0.0,0.0,0.0,0.0,3.9543575607793584e+23
body116,6335876524340.102,-1337479677094.9514,0.0,935.0659553000808,4429.571930216955,0.0,0.0,0.0,0.0,3.5121249344968424e+23
body117,-3897849240950.932,2844005417109.2476,0.0,-3091.267044357208,-4236.733456953722,0.0,0.0,0.0,0.0,9.830347184784341e+23
body118,3754307987237.7793,-1507291425999.325,0.0,2133.9828958966277,5315.248857985014,0.0,0.0,0.0,0.0,2.038075766662848e+23
body119,3150496134257.0444,6541692804310.092,0.0,-3851.9278398575248,1855.0983869056913,0.0,0.0,0.0,0.0,9.662808841853999e+23
body120,1585309902763.1187,1284900565274.991,0.0,-5077.94856704352,6265.171303222996,0.0,0.0,0.0,0.0,4.911073827081799e+23
body121,-2130534451002.7307,5037834295252.955,0.0,-4536.801328598241,-1918.644195391937,0.0,0.0,0.0,0.0,6.455879679755289e+23
body122,-2900055440075.481,2550420656452.3735,0.0,-3871.334985438507,-4402.052679612591,0.0,0.0,0.0,0.0,6.189292391469396e+23
body123,-502181432689.948,-1895682905328.5942,0.0,7952.274138001544,-2106.6204735715614,0.0,0.0,0.0,0.0,1.015221503967665e+23
body124,-6727628265386.326,-1657783619482.4111,0.0,1047.128445812173,-4249.463468420266,0.0,0.0,0.0,0.0,7.47486999230361e+23
body125,-2663636006159.862,-4890786476427.966,0.0,4287.144853765025,-2334.8787462199216,0.0,0.0,0.0,0.0,4.277993246031378e+23
body126,-304287519721.59546,-508942633991.9281,0.0,12840.600588980431,-7677.16092933665,0.0,0.0,0.0,0.0,3.971800324383367e+23
body127,1386020682590.418,-1958597984454.5984,0.0,6070.923667948438,4296.14746517129,0.0,0.0,0.0,0.0,7.477788367125552e+23
body128,-836610097325.8303,2141102247670.7283,0.0,-7077.281279491198,-2765.3630210694937,0.0,0.0,0.0,0.0,4.675536177572951e+23
body129,-864290379449.2124,2929833002801.2363,0.0,-6322.1559105972965,-1865.0136460620363,0.0,0.0,0.0,0.0,2.1455901915323786e+23
body130,2967070467015.2744,-1166910797057.5508,0.0,2361.3847681738534,6004.225022662811,0.0,0.0,0.0,0.0,7.095861507454596e+23
body131,-5056452157500.854,-4487019915800.562,0.0,2940.891344408806,-3314.109734848,0.0,0.0,0.0,0.0,3.708548871090088e+23
body132,4132371209040.511,10540025479.326706,0.0,-14.454604413788438,5667.1391577532395,0.0,0.0,0.0,0.0,3.582223451820345e+23
body133,-2855339278532.5415,-1569380516399.351,0.0,3074.1550063601153,-5593.134008122138,0.0,0.0,0.0,0.0,6.892350613327644e+23
body134,-3288348515892.7227,1250602486667.862,0.0,-2183.3181312168513,-5740.841724725722,0.0,0.0,0.0,0.0,2.9233126089019025e+23
body135,2910868461317.0376,-2082049157116.1829,0.0,3542.7745469786623,4953.077432927047,0.0,0.0,0.0,0.0,8.164222841141022e+23
body136,1146860568948.7253,676264301869.3942,0.0,-5071.307164770393,8600.309382330179,0.0,0.0,0.0,0.0,5.639068089236948e+23
body137,-2428827167819.007,4095857484813.527,0.0,-4540.947012803943,-2692.7634843786336,0.0,0.0,0.0,0.0,8.365811180829978e+23
body138,-2628520635847.462,-4986791843452.241,0.0,4292.3985530437685,-2262.508347680822,0.0,0.0,0.0,0.0,3.0217659939755942e+23
body139,1531186438568.0476,236852454587.78882,0.0,-1414.8144688325058,9146.389179442673,0.0,0.0,0.0,0.0,3.203582896705151e+23
body140,2107282817592.7312,-2910501299502.303,0.0,4922.626996544268,3564.117043689243,0.0,0.0,0.0,0.0,1.655454062661122e+23
body141,-2155467957713.938,-2288570102383.133,0.0,4729.809684767836,-4454.7262113517645,0.0,0.0,0.0,0.0,2.7499171306573836e+23
body142,-5228178000162.464,184784698421.91443,0.0,-177.90964010180127,-5033.659574307854,0.0,0.0,0.0,0.0,3.195859956205949e+23
body143,4930047312355.376,171828034412.62308,0.0,-180.6706564772967,5183.757629726705,0.0,0.0,0.0,0.0,7.758680289566255e+23
body144,4529300542259.502,3586203133519.4023,0.0,-2975.298384247197,3757.740452345667,0.0,0.0,0.0,0.0,4.8263157454846065e+23
body145,1329520334504.1157,-359534439024.2035,0.0,2562.563645616168,9476.089368669183,0.0,0.0,0.0,0.0,5.661619753993667e+23
body146,2250063137.8207393,446671518445.32294,0.0,-17237.062795759168,86.82998131609462,0.0,0.0,0.0,0.0,8.635027126164938e+23
body147,1096855261796.876,-3276258858004.3755,0.0,5877.240549366439,1967.6351902624697,0.0,0.0,0.0,0.0,7.008199593277177e+23
body148,-6100577332517.257,-4171342609465.9272,0.0,2391.9097410237696,-3498.161554604383,0.0,0.0,0.0,0.0,9.550356475988404e+23
body149,-5072308634564.592,-4340563452939.963,0.0,2898.9352787177318,-3387.6464668024396,0.0,0.0,0.0,0.0,7.473465651483704e+23
body150,1848759254939.1912,-3334577252361.77,0.0,5159.923516231946,2860.7693369993767,0.0,0.0,0.0,0.0,5.9308475554974557e+23
body151,-267767746085.7417,-6713467588080.05,0.0,4440.935419476714,-177.12743112024071,0.0,0.0,0.0,0.0,5.27206993140748e+23
body152,34583554273.595215,1993865351722.4392,0.0,-8156.799147511004,141.47951654462128,0.0,0.0,0.0,0.0,6.738952930985406e+23
body153,-5694424715905.015,-766671349115.3896,0.0,641.2815415969258,-4763.0962922205035,0.0,0.0,0.0,0.0,6.640735932836031e+23
body154,1863301188066.2034,986317690817.4126,0.0,-3711.9286823629004,7012.386767727745,0.0,0.0,0.0,0.0,3.571553357768372e+23
body155,-885113517270.8157,1889906170737.682,0.0,-7221.908361534324,-3382.2889253756475,0.0,0.0,0.0,0.0,5.861370002666108e+23
body156,129152155226.13617,1091875773199.7795,0.0,-10910.719367588928,1290.5707370556577,0.0,0.0,0.0,0.0,7.24554831069147e+23
body157,4879736161373.388,2083637682985.2898,0.0,-1963.9935631074927,4599.537860569523,0.0,0.0,0.0,0.0,4.66839432699928e+23
body158,-3533062609508.828,2066315399203.647,0.0,-2874.806148372101,-4915.450040353951,0.0,0.0,0.0,0.0,2.861509505629692e+23
body159,2633298587520.3315,-1793497315134.229,0.0,3633.190488614083,5334.424145008397,0.0,0.0,0.0,0.0,6.256714727838026e+23
body160,3247356879587.0215,-4093689734681.7217,0.0,3948.3476233335386,3132.062918449314,0.0,0.0,0.0,0.0,7.890351185062625e+23
body161,2889613579329.742,107098160422.1057,0.0,-250.92324096089143,6770.1555432166115,0.0,0.0,0.0,0.0,4.165829224046422e+23
body162,3421908455524.278,-4501462688743.195,0.0,3856.8753737418297,2931.907996552863,0.0,0.0,0.0,0.0,9.580873046230956e+23
body163,-49600900734.924835,-3177349271337.771,0.0,6461.804485023166,-100.87380878186556,0.0,0.0,0.0,0.0,5.915190787604552e+23
body164,835981125646.0023,4464409783192.663,0.0,-5313.224236119266,994.9255094016353,0.0,0.0,0.0,0.0,2.9747947115929254e+23
body165,3247491098502.435,598893646680.1932,0.0,-1149.7407789948613,6234.4507510945205,0.0,0.0,0.0,0.0,4.025165893285442e+23
body166,-4209047620400.665,2886961230941.6377,0.0,-2884.316906343069,-4205.192325068022,0.0,0.0,0.0,0.0,2.485402580831579e+23
body167,2458650525930.962,2541210418715.6094,0.0,-4403.0447091337655,4259.996775584123,0.0,0.0,0.0,0.0,6.600312648766582e+23
body168,-215851444109.8906,169570031187.33127,0.0,-13583.769209128348,-17291.240555394073,0.0,0.0,0.0,0.0,6.079527847222967e+23
body169,-171914430712.45758,-215275439981.8817,0.0,17150.904341318168,-13696.350853073089,0.0,0.0,0.0,0.0,2.221295385075078e+23
body170,3320835940516.7476,1085574825980.955,0.0,-1915.0674878970917,5858.301786408002,0.0,0.0,0.0,0.0,4.4119347776932565e+23
body171,-762456160402.2612,1454454496184.1802,0.0,-7962.179933510354,-4173.945047069716,0.0,0.0,0.0,0.0,7.851067371046243e+23
body172,36397056303.08085,-2882075635720.442,0.0,6785.174617818187,85.68837664429654,0.0,0.0,0.0,0.0,8.487318566397454e+23
body173,1691262143226.6758,956334118888.354,0.0,-4068.1086822858033,7194.387477129174,0.0,0.0,0.0,0.0,1.1744495834500962e+23
body174,4069305251269.2275,-2356659278.927916,0.0,3.307363617059389,5710.911312083746,0.0,0.0,0.0,0.0,4.149643093481655e+23
body175,953334062618.3522,-4795403088029.995,0.0,5110.081255657069,1015.8926026314,0.0,0.0,0.0,0.0,6.865791897195005e+23
body176,5378742348639.152,-1762177905381.686,0.0,1507.5970247714315,4601.678375977646,0.0,0.0,0.0,0.0,2.794246141262796e+23
body177,129925576892.93765,184575207056.64294,0.0,-19828.48041242918,13957.599168259778,0.0,0.0,0.0,0.0,2.135988773867856e+23
body178,-4631237556403.073,-1968615462501.0872,0.0,2008.9993234944059,-4726.242018812001,0.0,0.0,0.0,0.0,2.9616808681585324e+23
body179,556840755911.8053,-5224889231202.988,0.0,4997.449101429243,532.6014030406379,0.0,0.0,0.0,0.0,2.5101022903102204e+23
body180,-59582180296.62841,-4571200853699.096,0.0,5387.59789852736,-70.2233044728347,0.0,0.0,0.0,0.0,2.030795842410079e+23
body181,5991612644054.548,-1350325553310.0183,0.0,1022.0007035811267,4534.782240326497,0.0,0.0,0.0,0.0,1.972888746918459e+23
body182,-100558095184.69635,245129814918.41443,0.0,-20706.48489127462,-8494.293847242865,0.0,0.0,0.0,0.0,7.09612558165368e+23
body183,-5710994795016.5,4335572447893.5493,0.0,-2601.414849773104,-3426.690903055024,0.0,0.0,0.0,0.0,7.435132345445216e+23
body184,-232414617485.84448,-593698429721.3009,0.0,13435.092183087854,-5259.424068352714,0.0,0.0,0.0,0.0,6.6451815604094e+23
body185,116764797190.72063,-821139203087.8164,0.0,12523.818226142872,1780.8686879520883,0.0,0.0,0.0,0.0,8.652639151799167e+23
body186,3275055581948.2617,3116594841541.7715,0.0,-3735.070851262633,3924.9775034436348,0.0,0.0,0.0,0.0,9.854599163632041e+23
body187,-3366548949253.894,4809117068984.824,0.0,-3895.2259579427723,-2726.7934358243656,0.0,0.0,0.0,0.0,4.8554021191127e+23
body188,-2816974600517.6426,-105552792405.97115,0.0,256.9235958445948,-6856.73232579436,0.0,0.0,0.0,0.0,4.071080573751548e+23
body189,2794611747856.334,-5719885231578.025,0.0,4102.467026639569,2004.3763263895464,0.0,0.0,0.0,0.0,1.9498498357959873e+23
body190,-4734725125276.799,-5410459553766.449,0.0,3233.2593209294537,-2829.444336698373,0.0,0.0,0.0,0.0,8.458365799022124e+23
body191,-4882063417422.585,2094939487445.7012,0.0,-1970.9750602133624,-4593.175743635572,0.0,0.0,0.0,0.0,7.604157736120527e+23
body192,-909158652432.1249,7166890384004.5,0.0,-4252.070060701588,-539.3979926164882,0.0,0.0,0.0,0.0,8.273792969260804e+23
body193,-4038272094499.8916,420228404957.5735,0.0,-591.7653030060856,-5686.691526395067,0.0,0.0,0.0,0.0,4.920170437035048e+23
body194,-632928294727.1289,5451576805663.442,0.0,-4884.762530748201,-567.1211337464008,0.0,0.0,0.0,0.0,8.665418440173987e+23
body195,5326027038191.898,3225384259880.869,0.0,-2391.5422807503674,3949.116701749527,0.0,0.0,0.0,0.0,8.934680656024947e+23
body196,-1834610654067.9822,413613987131.94806,0.0,-1847.5504109256897,-8194.925155494426,0.0,0.0,0.0,0.0,6.492985338074685e+23
body197,2834571523766.161,516764483756.21234,0.0,-1217.2435970542008,6676.8598581249735,0.0,0.0,0.0,0.0,8.658575526812131e+23
body198,335110261047.8171,1381291718995.336,0.0,-9390.629363304679,2278.227121805364,0.0,0.0,0.0,0.0,8.180491211452868e+23
body199,1895297583813.5767,-1772645692183.655,0.0,4884.973090272512,5222.971367494575,0.0,0.0,0.0,0.0,7.310653752989814e+23
body200,2116312107950.1775,135164542965.90399,0.0,-504.2349143405518,7894.958478417798,0.0,0.0,0.0,0.0,9.53256319999328e+23
